,DEPARTMENT,SECTION,LOCATION,DETAIL LOCATION,TANGGAL TERIMA BARANG,JENIS  MOBIL,BULAN ASET,TAHUN ASET,SPESIFIKASI,PIC LANGSUNG,HARGA BELI,MERK,TYPE,NOPOL,NOPOL LAMA,NO RANGKA,NO MESIN,TAHUN REGISTRASI,TAHUN PEMBUATAN,KETOGORI USIA,USIA,KEBERADAAN BPKB,NO BPKB,NAMA DI BPKB,ALAMAT BPKB,KEBERADAAN FAKTUR & SERTIFIKAT,NO FAKTUR,WARNA KABIN,WARNA BOX,WARNA PLAT,TIPE KAROSERI / BOX,PANJANG KAROSERI LUAR,LEBAR KAROSERI LUAR,TINGGI KAROSERI LUAR,KEBERADAAN PAJAK,NO PAJAK,NAMA PAJAK,ALAMAT PAJAK,STATUS STNK,NO STNK,NAMA STNK,ALAMAT STNK,VENDOR GPS,GPS,IMEI/SN,NO HP GPS,JENIS JARINGAN,PAJAK,STNK,BIAYA PAJAK,JATUH TEMPO PAJAK,JATUH TEMPO STNK,MONTH,NO KEUR,EXP KIR,JATUH TEMPO KIR,MONTH,STATUS KEUR,SO 1 JULI 25,KEY
PT. LESTARI JAYA RAYA,GENERAL AFFAIR,HEAD OFFICE,JAKARTA,JAKARTA,,MOTOR,00,2019,,IRMAN,,HONDA,NF11T11C01 M/T,B 5755 TYW,F 4650 FAL,MH1JBK311GK157222,JBK3E-1157042,,2016,11-15 Tahun,10,ADA,V-02696511,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,FH/ABI/462383/P,HITAM MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,TIDAK ADA,MOTOR,,,14/12/2026,14/12/2029,Rp223.000,-289,-1.385,12,,,,,,,NON FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,CDD LOSBAK THREEWAY,00,2006,,,,MITSUBISHI,FE 349,DD 8764 KR,DD 9742 AC,MHMFE349E4R073044,4D344029801,2019,2004,16 Tahun Lebih,22,ADA,D-1201506,IKE LEIMEWA,JL. PONGTIKU NO.107 KEL. TIMUNGAN LOMPOA KEC. BONTOALA KOTA MAKASSAR,TIDAK ADA,008364/10/2004,KUNING,,KUNING,,,,,,,,,,,IKE LEIMEWA,JL. PONGTIKU NO.107 KEL. TIMUNGAN LOMPOA KEC. BONTOALA KOTA MAKASSAR,,ADA - FULL SENSOR,864606044182912,08115971591C,,14/12/2026,14/12/2029,Rp2.718.072,-289,-1.385,12,DE012001643,21/10/2025,130,10,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,27/01/2024,FUSO,01,2024,,,,NISSAN,PKC 211 NHRN,B 9430 TCT,B 9683 WV,PKC211N6K000034,FE6086433BY,2023,2006,16 Tahun Lebih,20,PROSES DI KO ACUN,,PT. PELITA MAS JAYA,,,,MERAH,,KUNING,,,,,,,,,,,,,,ADA - FULL SENSOR,,,,19/12/2026,19/12/2029,Rp1.312.700,-294,-1.390,12,JKT687439,16/03/2026,-16,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,27/01/2024,FUSO,01,2024,,,,NISSAN,PKC 211 NHRN,B 9428 TCT,B 9681 WV,N6K000029,FE6086428BY,2023,2006,16 Tahun Lebih,20,PROSES DI KO ACUN,,PT. PELITA MAS JAYA,,,,MERAH,,KUNING,,,,,,,,,,,UD PELITA MAS JAYA,,,ADA - FULL SENSOR,,,,19/12/2025,19/12/2029,Rp1.312.700,71,-1.390,12,JKT683647,16/03/2026,-16,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MANADO,MANADO,,PICK UP BOX,00,2014,,,,SUZUKI,GC 415 T (4X2) M/T,DD 8116 SW,B 9147 PCJ,MHYGDN41TEJ-420433,G15AID-340791,,2014,11-15 Tahun,12,ADA,L-08437108,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,R4605554,PUTIH SILVER,,HITAM,#N/A,#N/A,#N/A,#N/A,#N/A,,,,#N/A,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 BLOK B3 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - BIASA,,,,23/12/2025,23/12/2029,Rp2.285.161,67,-1.394,12,JKT1439574,24/04/2026,-55,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,PICK UP BOX,00,2004,,,,MITSUBISHI,L300,DD 8914 SQ,DD 8894 OB,MHML300DP4R322873,4D56C-4X9207,,2004,16 Tahun Lebih,22,ADA,D-1940325,IKE LEIMEWA,JL. PONGTIKU NO.107 KEL. TIMUNGAN LOMPOA KEC. BONTOALA KOTA MAKASSAR,TIDAK ADA,003916/12/2004,COKLAT,,HITAM,,,,,,,,,,,IKE LEIMEWA,JL. PONGTIKU NO.107 KEL. TIMUNGAN LOMPOA KEC. BONTOALA KOTA MAKASSAR,,ADA - FULL SENSOR,864606044206869,08115971572C,,11/02/2026,11/02/2030,,17,-1.444,2,JKT633368,09/06/2026,-101,6,RESMI,,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,TRAILER ENGKEL,03,2020,,,,HINO,SG8JE1B-EGJ (SG260TH),B 9435 TEJ,,MJESG8JE1KJE14236,J08EUFR12329,,2019,6-10 Tahun,7,ADA,P-08549229,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,FN349671,HIJAU TUA,,KUNING,BESI,40000,4000,2900,ADA,,,,ADA,,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862631036756566,08115991581C,,21/02/2026,21/02/2030,ETLE,7,-1.454,2,JKT2005863,24/05/2026,-85,5,RESMI,OK,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,TRAILER ENGKEL,03,2020,,,,HINO,SG8JE1B-EGJ (SG260TH),B 9437 TEJ,,MJESG8JE1KJE14237,J08EUFR12332,,2019,6-10 Tahun,7,ADA,P-08549230,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,FN349672,HIJAU TUA,,KUNING,BESI,40000,4000,2900,ADA,,,,ADA,,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036286983,08115991456C,,21/02/2027,21/02/2030,ETLE,-358,-1.454,2,JKT2005864,17/05/2026,-78,5,RESMI,OK,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,TRAILER ENGKEL,03,2020,,,,HINO,SG8JE1B-EGJ (SG260TH),B 9439 TEJ,,MJESG8JE1KJE14239,J08EUFR12339,,2019,6-10 Tahun,7,ADA,P-08549231,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,FN349674,HIJAU TUA,,KUNING,BESI,4000,400,290,ADA,,,,ADA,,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862631036930641,08115991613C,,21/02/2027,21/02/2030,Rp3.334.000,-358,-1.454,2,JKT2005866,08/03/2026,-8,3,RESMI,OK,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,TRAILER ENGKEL,03,2020,,,,HINO,SG8JE1B-EGJ (SG260TH),B 9456 TEJ,,MJESG8JE1KJE14238,J08EUFR12335,,2019,6-10 Tahun,7,ADA,P-08549228,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,FN349673,HIJAU TUA,,KUNING,BESI,40000,4000,290,ADA,,,,ADA,,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862631036789906,08115991655C,,21/02/2026,21/02/2030,Rp3.334.000,7,-1.454,2,JKT2005865,17/05/2026,-78,5,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,01/03/2015,CDD LONG,03,2015,,,,TOYOTA,DYNA 130 XT LONG,B 9612 PCJ,,MHFC1JU43F5122746,W04DT-RR18637,,2015,11-15 Tahun,11,ADA,L-09362604,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,IMF/00016/JU43/2015,MERAH,,PUTIH,BESI,591,210,220,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,864606048832231,08115968625C,,24/02/2027,24/02/2030,ETLE,-361,-1.457,2,JKT1505874,14/07/2026,-136,7,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,CDD LONG,10,2015,,,,TOYOTA,DYNA 130 XT LONG,B 9611 PCJ,,MHFC1JU43F5123453,W04DT-RR19094,,2015,11-15 Tahun,11,ADA,L-09362365,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,IWF/00017/JU43/2015,MERAH,,PUTIH,BESI,590,211,218,PROSES PERPANJANG,,,,STNK CUMA FOTO COPY,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036270870,08115939749C,,24/02/2027,24/02/2030,Rp4.481.300,-361,-1.457,2,JKT1505663,30/04/2026,-61,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,SURABAYA,SURABAYA,,CDD LONG,03,2015,,,,TOYOTA,DYNA 130 XT LONG,B 9615 PCJ,,MHFC1JU43F5123454,W04DT-RR19095,,2015,11-15 Tahun,11,ADA,L-09363107,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,IMF/00015/JU43/2015,MERAH,,PUTIH,BESI,590,210,210,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,,,,24/02/2027,24/02/2030,Rp4.481.300,-361,-1.457,2,JKT1505664,02/06/2026,-94,6,RESMI,OK,FLEET
PT. MENTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,TRAILER ENGKEL,03,2020,,,,HINO,SG8JE1B-EGJ (SG260TH),B 9460 TEJ,,MJESG8JE1KJE14225,J08EUFR12280,,2019,6-10 Tahun,7,ADA,P-08552098,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",ADA,FN349852,HIJAU TUA,,KUNING,BESI,4000,400,290,ADA,,,,ADA,,PT. MENTARI JAYA RAYA,"RUKO TAMAN MODERN CAKUNG R.5 NO.3-5, JL. RAYA BEKASI KM24 RT002 RW004, UJUNG MENTENG, CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,862631036755220,08115991634C,,26/02/2027,26/02/2030,ETLE,-363,-1.459,2,JKT2006450,17/05/2026,-78,5,RESMI,OK,FLEET
PT. PELANGI SUKSES CEMERLANG,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD COLLER,12,2021,,,,MITSUBISHI,FE74S4X2MT,B 9687 PCO,,MHMFE74P4JK091347,4D34TSY6276,,2018,6-10 Tahun,8,ADA,,PT. LESTARI JAYA RAYA,"JL. LETJEN SUPRAPTO NO.121 BLOK B4 CEMPAKA BARU, KEMAYORAN, JAKARTA PUSAT",,,MERAH,,PUTIH,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. LETJEN SUPRAPTO NO.121 BLOK B4 CEMPAKA BARU, KEMAYORAN, JAKARTA PUSAT",,ADA - FULL SENSOR,868998036257612,08115982035C,,28/02/2027,28/02/2030,Rp5.870.100,-365,-1.461,2,JKT1911955,10/06/2026,-102,6,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,WING BOX,01,2026,,,,NISSAN,CDA 260 X,D 9586 YV,,MHPDA260X9K000003,FE6118881CY,2025,2009,16 Tahun Lebih,17,,,,,,,MERAH,SILVER,KUNING,,,,,ADA,101693970,PT. CITRA KARYA PUTRA TRANSPORTASI INDONESIA,KP. SIGALUMPIT RT 004 / 007 KEL. GAJAH MEKAR KEC. KUTAWARINGIN KAB. BANDUNG - KUTAWARINGIN,ADA,00140336,PT. CITRA KARYA PUTRA TRANSPORTASI INDONESIA,KP. SIGALUMPIT RT 004 / 007 KEL. GAJAH MEKAR KEC. KUTAWARINGIN KAB. BANDUNG - KUTAWARINGIN,,TIDAK ADA,,,,19/03/2026,19/03/2030,Rp2.420.800,-19,-1.480,3,,,,,,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,EX BANDUNG,JAKARTA,,PICK UP BOX,00,2005,,,,MITSUBISHI,COLT L 300 DP,B 9007 DU,,MHML300DP5R328061,4D56C-A34353,2006,2005,16 Tahun Lebih,21,ADA,D-4321045,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,006612/03/2005,PUTIH SILVER,,PUTIH,ALUMUNIUM,276,170,170,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - BIASA,,,,24/03/2027,24/03/2030,Rp2.029.200,-389,-1.485,3,JKT641977,23/03/2026,-23,3,RESMI,,FLEET
PT. PELANGI SUKSES CEMERLANG,CONTRACT LOGISTICS,CABANG,DDC-MONOTARO,DDC-MONOTARO,,CDD STANDART,04,2020,,,,MITSUBISHI,FE 475 K (4X2) M/T,B 9618 PXS,,MHMFE74PULK094271,4D34T-U17099,2020,2020,6-10 Tahun,6,ADA,Q-00692122,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,000777/0320/01,MERAH,,KUNING,,,,,ADA,3495507,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036256465,08115939752C,,08/04/2026,08/04/2030,Rp1.389.100,-39,-1.500,4,JKT2015549,21/08/2026,-174,8,RESMI,OK,FLEET
PT. PELANGI SUKSES CEMERLANG,CONTRACT LOGISTICS,CABANG,DDC-MONOTARO,DDC-MONOTARO,,CDD STANDART,04,2020,,,,MITSUBISHI,FE74 S (4X2) M/T,B 9621 PXS,,MHMFE74PULK094274,4D34T-U17081,2020,2020,6-10 Tahun,6,ADA,Q-00692138,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,000776/0320/01,MERAH,,KUNING,,,,,ADA,3495506,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036284608,08115971644C,,08/04/2026,08/04/2030,ETLE,-39,-1.500,4,JKT2015551,12/06/2026,-104,6,RESMI,OK,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,,CDD LONG,04,2020,,,,MITSUBISHI,FE84 G K (4X2) M/T,B 9609 PXS,,MHMFE84PWLK017550,4D34T-U16882,2020,2020,6-10 Tahun,6,ADA,Q-00687854,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,000773/0320/01,MERAH,,KUNING,,,,,ADA,3495508,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,,PT. LESTARI JAYA RAYA,JL. LETJEN SUPRAPTO NO.121 RT01 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,,,,08/04/2026,08/04/2030,Rp1.470.500,-39,-1.500,4,JKT2010315,15/04/2026,-46,4,RESMI,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,OPERASIONAL,CABANG,MAKASSAR,MAKASSAR,,CDE LONG,04,2020,,,,MITSUBISHI,FE71 L (4X2) M/T,B 9607 PXS,,MHMFE71PCLK017784,4D34T-U17694,,2020,6-10 Tahun,6,ADA,Q-00687957,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,000775/0320/01,MERAH,,KUNING,BESI,420,186,215,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,868998036285126,08115971569C,,08/04/2026,08/04/2030,Rp1.244.200,-39,-1.500,4,JKT2013605,04/06/2026,-96,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,BANDUNG,BANDUNG,,PICK UP BOX,00,2000,,,,DAIHATSU,S91,B 9037 PRU,,S91RP3012849,9221219,2019,2000,16 Tahun Lebih,26,ADA,P-06240260,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,0312/1012001-000134/2000,BIRU SILVER,,HITAM,ALUMUNIUM,225,170,155,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - BIASA,,,,20/04/2026,20/04/2030,Rp1.397.800,-51,-1.512,4,JKT515149,12/06/2026,-104,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,CABANG,DENPASAR,DENPASAR,,CDE LONG,5,2025,HINO / XZU3496,,,HINO,XZU349R-HKMLAD84X2M7,B 9562 TXX,,MJECCA4F8R5024009,N04CWVJ16885,2025,2024,2-3 Tahun,2,,,,,,,MERAH,MERAH,KUNING,#N/A,#N/A,#N/A,#N/A,ADA,D2473893,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,03559578,,,,ADA - FULL SENSOR,,,,29/04/2026,29/04/2030,Rp15.622.000,-60,-1.521,4,JKT2513274,02/06/2026,-94,6,RESMI,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5380 TWN,,MK5111110RJ006616,MK5111112002999,2025,2024,2-3 Tahun,2,,,,,,,MERAH,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR LISTRIK,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5381 TWN,,MK5111110RJ006611,MK5111112002982,2025,2024,2-3 Tahun,2,,,,,,,MERAH,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR LISTRIK,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5384 TWN,,MK5111110RJ006615,MK5111112002986,2025,2024,2-3 Tahun,2,,,,,,,MERAH,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR LISTRIK,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5385 TWN,,MK5111110RJ006620,MK5111112002997,2025,2024,2-3 Tahun,2,,,,,,,MERAH,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR LISTRIK,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5382 TWN,,MK5111110RJ006564,MK5111112002731,2025,2024,2-3 Tahun,2,,,,,,,MERAH,,PUTIH,,,,,,,,,,,,,,TIDAK ADA,MOTOR LISTRIK,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA,CONTRACT LOGISTICS,CABANG,AAM-MEDAN,AAM-MEDAN,12/06/2025,MOTOR LISTRIK,6,2025,MOTOR LISTRIK GESIT,,,GESITS,G1,B 5383 TWN,,,,2025,2024,2-3 Tahun,2,,,,,,,,,,,,,,,,,,,,,,,TIDAK ADA,,,,30/04/2026,30/04/2030,Rp195.000,-61,-1.522,4,,,,,,,FLEET
PT. LESTARI JAYA RAYA SENTOSA,CONTRACT LOGISTICS,CABANG,PPG - MAKASSAR,PPG - MAKASSAR,,PICK UP BOX,04,2019,CARRY,,,SUZUKI,AEV415P CL (4X2) M/T,B 9644 PXS,,MHYHDC61TKJ-129873,K15BT-1105529,,2019,6-10 Tahun,7,ADA,Q-00832237,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,W4124075,PUTIH SILVER,,KUNING,BESI,250,170,174,ADA,,,,ADA,,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,864606044182920,08115939742,,13/05/2026,13/05/2030,Rp1.097.300,-74,-1.535,5,DE04102792,06/08/2026,-159,8,BODONG,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,01/04/2020,PICK UP BOX,04,2020,CARRY,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9642 PXS,,MHYHDC61TKJ129787,K15BT1105697,,2019,6-10 Tahun,7,ADA,Q-00832000,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",ADA,W4124078,PUTIH SILVER,,KUNING,,,,,,,,,,,PT. LESTARI JAYA RAYA,"JL. TIPAR CAKUNG NO.6 RT006 RW005, KEL. CAKUNG BARAT, KEC. CAKUNG, JAKARTA TIMUR",,ADA - FULL SENSOR,868998036260483,08115939744C,,13/05/2026,13/05/2030,Rp756.100,-74,-1.535,5,JKT2011815,15/03/2026,-15,3,RESMI,,FLEET
PT. LESTARI JAYA RAYA,OPERASIONAL,HEAD OFFICE,JAKARTA,JAKARTA,01/04/2020,PICK UP BOX,04,2020,CARRY,,,SUZUKI,AEV415PCL TYPE 2 (4X2) M/T,B 9629 PXS,,MHYHDC61TKJ129833,K15BT-1105683,,2019,6-10 Tahun,7,ADA,Q-00832398,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,ADA,W4124076,PUTIH SILVER,,KUNING,,,,,,,,,,,PT. LESTARI JAYA RAYA,RUKO R-312 JL. LETJEND SUPRAPTO NO.121 RT04 RW01 KEL. CEMPAKA BARU KEC. KEMAYORAN BARAT JAKARTA PUSAT,,ADA - FULL SENSOR,862273048226666,085170146987C,,13/05/2026,13/05/2030,Rp756.100,-74,-1.535,5,JKT2011814,17/06/2026,-109,6,RESMI,,FLEET
